Pos,Game,Game.1,Console,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Unnamed: 10_level_2,Genero,Plataforma
27,,Family Mahjong II: Shanghai he no Michi,,,,,,,25th Nov 88,,Misc,NES
28,,Family Trainer: Meiro Daisakusen,,,,,,,31st Jul 87,,Misc,NES
29,,Family Trainer: Rairai Kyonshizu: Baby Kyonshii no Amida Daibouken,,,,,,,26th Jan 89,,Misc,NES
30,,Family Trainer: Tostugeki! Fuuun Takeshi Shiro,,,,,,,28th Dec 87,,Misc,NES
31,,Fisher Price: Firehouse Rescue,,,,,,,01st Mar 90,,Misc,NES
32,,Fisher Price: I Can Remember,,,,,,,01st Mar 90,,Misc,NES
33,,Fisher Price: Perfect Fit,,,,,,,01st Mar 90,,Misc,NES
34,,Game Party,,,,,,,03rd Aug 90,,Misc,NES
35,,Hayauchi Super Igo,,,,,,,03rd Mar 89,,Misc,NES
36,,High Speed,,,,,,,01st Jul 91,,Misc,NES
37,,Hirake! Ponkikki,,,,,,,17th Apr 92,,Misc,NES
38,,Hollywood Squares,,,,,,,01st Sep 89,,Misc,NES
39,,Hon Shogi: Naitou Kudan Shogi Hiden,,,,,,,10th Aug 85,,Misc,NES
40,,Hot Slots,,,,,,,01st Jan 91,,Misc,NES
41,,I am a Teacher: Super Mario no Sweater (FDS),,,,,,,27th Aug 86,,Misc,NES
42,,Jeopardy!,,,,,,,01st Sep 88,,Misc,NES
43,,Jeopardy! 25th Anniversary Edition,,,,,,,01st Jun 90,,Misc,NES
44,,Jeopardy! Junior Edition,,,,,,,01st Oct 89,,Misc,NES
45,,Kamen Rider SD: Guranshokkaa no Yabou,,,,,,,22nd Jan 93,,Misc,NES
46,,Mahjong Taikai,,,,,,,31st Oct 89,,Misc,NES
47,,Mario is Missing!,,,,,,,01st Jul 93,,Misc,NES
48,,Mario's Time Machine,,,,,,,23rd Apr 94,,Misc,NES
49,,Matsumoto Akira no Kabushiki Hisshougaku,,,,,,,18th Feb 88,,Misc,NES
50,,Matsumoto Akira no Kabushiki Hisshougaku II,,,,,,,31st Mar 89,,Misc,NES
51,,Maxi 15,,,,,,,01st Jan 92,,Misc,NES
52,,Mickey's Adventure in Numberland,,,,,,,01st Mar 94,,Misc,NES
53,,Mickey's Safari in Letterland,,,,,,,01st Mar 93,,Misc,NES
54,,Mindseeker,,,,,,,18th Apr 89,,Misc,NES
55,,Monopoly,,,,,,,01st May 91,,Misc,NES
56,,Morita Shogi,,,,,,,14th Apr 87,,Misc,NES
57,,Namco Mahjong III: Mahjong Tengoku,,,,,,,08th Mar 91,,Misc,NES
58,,Obocchamakun,,,,,,,05th Apr 91,,Misc,NES
59,,Oeka Kids: Anpanman no Hiragana Daisuki,,,,,,,26th Mar 91,,Misc,NES
60,,Oeka Kids: Anpanman to Oekaki Shiyou!!,,,,,,,25th Oct 90,,Misc,NES
61,,Othello,,,,,,,01st Dec 88,,Misc,NES
62,,Othello (FDS),,,,,,,13th Oct 86,,Misc,NES
63,,Othello (HES),,,,,,,01st Jan 88,,Misc,NES
64,,Peek A Boo Poker,,,,,,,01st Jan 91,,Misc,NES
65,,Pictionary,,,,,,,01st Jul 90,,Misc,NES
66,,Pin·Bot,,,,,,,01st May 90,,Misc,NES
67,,Popeye no Eigo Asobi,,,,,,,22nd Nov 83,,Misc,NES
68,,Quattro Adventure,,,,,,,01st Jan 91,,Misc,NES
69,,Quattro Arcade,,,,,,,01st Jan 92,,Misc,NES
70,,Racer Mini Yonku: Japan Cup,,,,,,,25th Aug 89,,Misc,NES
71,,Remote Control,,,,,,,01st May 90,,Misc,NES
72,,Rock 'n Ball,,,,,,,01st Jan 90,,Misc,NES
73,,Rollerball,,,,,,,01st Feb 90,,Misc,NES
74,,Sesame Street: 123,,,,,,,01st Jan 89,,Misc,NES
75,,Sesame Street: ABC,,,,,,,01st Sep 89,,Misc,NES
76,,Sesame Street: ABC & 123,,,,,,,01st Jan 90,,Misc,NES
77,,Shin 4-Jin Uchi Mahjong: Yakuman Tengoku,,,,,,,28th Jun 91,,Misc,NES
78,,Side Pocket,,,,,,,01st Jan 87,,Misc,NES
79,,Stargate,,,,,,,01st Jan 88,,Misc,NES
80,,Sugoro Quest: Dice no Senshi Tachi,,,,,,,28th Jun 91,,Misc,NES
81,,Super Jeopardy!,,,,,,,01st Sep 91,,Misc,NES
82,,Super Mario Bros. / Duck Hunt,,,,,,,01st Nov 88,,Misc,NES
83,,Super Mario Bros. / Duck Hunt / World Class Track Meet,,,,,,,01st Dec 90,,Misc,NES
84,,Super Mario Bros. / Tetris / Nintendo World Cup,,,,,,,01st Nov 88,,Misc,NES
85,,Taboo: The Sixth Sense,,,,,,,01st Apr 89,,Misc,NES
86,,Takeshi no Sengoku Fuuunko,,,,,,,25th Nov 88,,Misc,NES
87,,Tamura Teruaki no Mahjong Seminar,,,,,,,21st Sep 90,,Misc,NES
88,,The Miracle Piano Teaching System,,,,,,,01st Jan 90,,Misc,NES
89,,Tiny Toon Adventures: Cartoon Workshop,,,,,,,01st Dec 92,,Misc,NES
90,,Vegas Dream,,,,,,,01st Mar 90,,Misc,NES
91,,Videomation,,,,,,,01st Jun 91,,Misc,NES
92,,Wheel of Fortune,,,,,,,01st Jan 87,,Misc,NES
93,,Wheel of Fortune: Family Edition,,,,,,,01st Mar 90,,Misc,NES
94,,Wheel of Fortune: Featuring Vanna White,,,,,,,01st Jan 92,,Misc,NES
95,,Wheel of Fortune: Junior Edition,,,,,,,01st Oct 89,,Misc,NES
96,,"Ys: Celceta, Sea of Trees",,,,,,,31st Dec 94,,Misc,NES
1,,Super Mario Bros.,,40.24m,29.08m,3.58m,6.81m,0.77m,18th Oct 85,,Platform,NES
2,,Super Mario Bros. 3,,17.28m,9.54m,3.44m,3.84m,0.46m,12th Feb 90,,Platform,NES
3,,Super Mario Bros. 2,,7.46m,5.39m,1.18m,0.70m,0.19m,01st Oct 88,,Platform,NES
4,,Teenage Mutant Ninja Turtles,,4.17m,3.38m,0.44m,0.31m,0.04m,01st Jun 89,,Platform,NES
5,,Super Mario Bros. 2 (FDS),,2.65m,,,2.65m,0.00m,03rd Jun 86,,Platform,NES
6,,Mario Bros.,,2.28m,0.51m,0.12m,1.63m,0.02m,01st Jun 86,,Platform,NES
7,,Kid Icarus,,1.76m,0.53m,0.12m,1.09m,0.02m,01st Aug 87,,Platform,NES
8,,Kirby's Adventure,,1.75m,0.79m,0.14m,0.80m,0.02m,01st May 93,,Platform,NES
9,,Disney's DuckTales,,1.67m,0.91m,0.30m,0.42m,0.04m,01st Sep 89,,Platform,NES
10,,Ghosts 'n Goblins,,1.64m,0.74m,0.26m,0.61m,0.03m,01st Nov 86,,Platform,NES
11,,Donkey Kong Classics,,1.56m,0.59m,0.14m,0.81m,0.02m,01st Oct 88,,Platform,NES
12,,Mega Man 2,,1.51m,0.93m,0.15m,0.42m,0.01m,01st Jul 89,,Platform,NES
13,,Ice Climber,,1.50m,0.46m,0.10m,0.92m,0.02m,01st Oct 85,,Platform,NES
14,,Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,,1.50m,,,1.50m,0.00m,05th Mar 86,,Platform,NES
15,,Castlevania,,1.23m,0.54m,0.06m,0.62m,0.01m,01st May 87,,Platform,NES
16,,Disney's Chip 'n Dale: Rescue Rangers,,1.19m,0.68m,0.14m,0.35m,0.02m,01st Jun 90,,Platform,NES
17,,Ganbare Goemon! Karakuri Douchuu,,1.20m,,,1.20m,,30th Jul 86,,Platform,NES
18,,Donkey Kong,,1.13m,0.23m,0.05m,0.84m,0.01m,01st Jun 86,,Platform,NES
19,,Donkey Kong Jr.,,1.11m,0.33m,0.07m,0.70m,0.01m,01st Jun 86,,Platform,NES
20,,Popeye,,1.10m,0.51m,0.12m,0.45m,0.02m,01st Jun 86,,Platform,NES
21,,Mega Man 3,,1.17m,0.68m,0.10m,0.39m,,01st Nov 90,,Platform,NES
22,,Adventure Island,,1.05m,,,1.05m,0.00m,01st Sep 88,,Platform,NES
23,,Castlevania II: Simon's Quest,,0.93m,0.45m,0.06m,0.42m,,01st Nov 88,,Platform,NES
24,,Mega Man 4,,0.93m,0.51m,0.09m,0.32m,0.01m,01st Jan 92,,Platform,NES
25,,Balloon Fight,,0.92m,0.39m,0.09m,0.43m,0.01m,01st Jun 86,,Platform,NES
26,,Castlevania III: Dracula's Curse,,0.85m,0.40m,0.07m,0.37m,0.01m,01st Oct 90,,Platform,NES
27,,Mega Man,,0.81m,0.45m,0.08m,0.27m,0.01m,01st Dec 87,,Platform,NES
28,,Mega Man 5,,0.79m,0.39m,0.07m,0.32m,0.01m,01st Dec 92,,Platform,NES
29,,Wizards & Warriors,,,,,,,01st Dec 87,,Platform,NES
30,,Super Mario USA,,0.69m,,,0.69m,0.00m,14th Sep 92,,Platform,NES
31,,Mappy,,0.69m,,,0.69m,,14th Nov 84,,Platform,NES
32,,Rambo,,,,,,,01st May 88,,Platform,NES
33,,Mega Man 6,,0.52m,0.28m,0.07m,0.16m,0.01m,01st Mar 94,,Platform,NES
34,,Wrecking Crew,,0.51m,,,0.51m,,01st Oct 85,,Platform,NES
35,,M.C. Kids,,0.00m,0.00m,,,,,,Platform,NES
36,,8 Eyes,,,,,,,01st Jan 90,,Platform,NES
37,,A Boy and His Blob: Trouble on Blobolonia,,,,,,,01st Jan 89,,Platform,NES
38,,A Nightmare on Elm Street,,,,,,,01st Oct 90,,Platform,NES
39,,Adventure Island 3,,,,,,,01st Sep 92,,Platform,NES
40,,Adventure Island II,,,,,,,01st Feb 91,,Platform,NES
41,,Akumajou Dracula (FDS),,,,,,,26th Sep 86,,Platform,NES
42,,Akumajou Special: Boku Dracula-kun,,,,,,,19th Oct 90,,Platform,NES
43,,Alfred Chicken,,,,,,,01st Feb 94,,Platform,NES
44,,Alien 3,,,,,,,01st Jan 93,,Platform,NES
45,,All Night Nippon Super Mario Bros. (FDS),,,,,,,01st Jan 86,,Platform,NES
46,,Amagon,,,,,,,01st Apr 89,,Platform,NES
47,,Arumana no Kiseki (FDS),,,,,,,11th Aug 87,,Platform,NES
48,,Athena,,,,,,,01st Aug 87,,Platform,NES
49,,Atlantis no Nazo,,,,,,,,,Platform,NES
50,,Back to the Future Part II & III,,,,,,,01st Sep 90,,Platform,NES
51,,Barbie,,,,,,,01st Dec 91,,Platform,NES
52,,Batman,,,,,,,01st Feb 90,,Platform,NES
53,,Batman: Return of the Joker,,,,,,,01st Dec 91,,Platform,NES
54,,Battle Kid: Fortress of Peril,,,,,,,22nd Feb 10,,Platform,NES
55,,Beetlejuice,,,,,,,01st May 91,,Platform,NES
56,,Bible Adventures,,,,,,,01st Jan 90,,Platform,NES
57,,Big Nose Freaks Out,,,,,,,01st Jan 92,,Platform,NES
58,,Big Nose the Caveman,,,,,,,01st Jan 91,,Platform,NES
59,,Bio-Miracle Bokutte Upa,,,,,,,26th Feb 93,,Platform,NES
60,,Bionic Commando,,,,,,,01st Dec 88,,Platform,NES
61,,Blaster Master,,,,,,,30th Nov 88,,Platform,NES
62,,Bonk's Adventure,,,,,,,01st Jan 94,,Platform,NES
63,,Bubble Bobble,,,,,,,01st Nov 88,,Platform,NES
64,,Bucky O'Hare,,,,,,,01st Jan 92,,Platform,NES
65,,Captain Comic: The Adventure,,,,,,,01st Jan 89,,Platform,NES
66,,Captain Planet and the Planeteers,,,,,,,01st Sep 91,,Platform,NES
67,,Captain Silver,,,,,,,16th Dec 88,,Platform,NES
68,,Castle of Deceit,,,,,,,01st Jan 90,,Platform,NES
69,,City Connection,,,,,,,01st May 85,,Platform,NES
70,,Clash at Demonhead,,,,,,,01st Jan 90,,Platform,NES
71,,Cliffhanger,,,,,,,01st Nov 93,,Platform,NES
72,,Daiku no Gensan 2: Akage no Dan no Gyakushuu,,,,,,,22nd Oct 93,,Platform,NES
73,,Darkwing Duck,,,,,,,01st Jun 92,,Platform,NES
74,,Digger T. Rock: The Legend of the Lost City,,,,,,,01st Dec 90,,Platform,NES
75,,Disney's Aladdin,,,,,,,01st Jan 94,,Platform,NES
76,,Disney's Beauty and the Beast,,,,,,,01st Jan 94,,Platform,NES
77,,Disney's Chip 'n Dale: Rescue Rangers 2,,,,,,,01st Jan 94,,Platform,NES
78,,Disney's DuckTales 2,,,,,,,01st Jan 93,,Platform,NES
79,,Disney's The Jungle Book,,,,,,,01st Aug 94,,Platform,NES
80,,Don Doko Don,,,,,,,09th Mar 90,,Platform,NES
81,,Don Doko Don 2,,,,,,,31st Jan 92,,Platform,NES
82,,Donkey Kong (FDS),,,,,,,08th Apr 88,,Platform,NES
83,,Donkey Kong 3,,,,,,,01st Jun 86,,Platform,NES
84,,Donkey Kong Jr. (FDS),,,,,,,19th Jul 88,,Platform,NES
85,,Dragon Buster,,,,,,,07th Jan 87,,Platform,NES
86,,Dragon's Lair,,,,,,,01st Dec 90,,Platform,NES
87,,Elevator Action,,,,,,,01st Aug 87,,Platform,NES
88,,Esper Boukentai,,,,,,,13th Oct 87,,Platform,NES
89,,Felix the Cat,,,,,,,01st Oct 92,,Platform,NES
90,,Fox's Peter Pan & the Pirates: The Revenge of Captain Hook,,,,,,,01st Jan 91,,Platform,NES
91,,G.I. Joe: A Real American Hero,,,,,,,01st Jan 91,,Platform,NES
92,,G.I. Joe: The Atlantis Factor,,,,,,,01st Mar 92,,Platform,NES
93,,Ganbare Goemon 2,,,,,,,04th Jan 89,,Platform,NES
94,,Gyromite,,,,,,,,,Platform,NES
95,,Hammerin' Harry,,,,,,,01st Jan 92,,Platform,NES
96,,Hook,,,,,,,01st Apr 92,,Platform,NES
97,,Hudson Hawk,,,,,,,01st Feb 92,,Platform,NES
98,,Indiana Jones and the Temple of Doom (Mindscape),,,,,,,01st Dec 88,,Platform,NES
99,,Indiana Jones and the Temple of Doom (Tengen),,,,,,,01st Dec 88,,Platform,NES
100,,Ironsword: Wizards & Warriors II,,,,,,,01st Dec 89,,Platform,NES
101,,Jackie Chan's Action Kung Fu,,,,,,,01st Dec 90,,Platform,NES
102,,Jajamaru no Daibouken,,,,,,,22nd Aug 86,,Platform,NES
103,,James Bond Jr.,,,,,,,01st Nov 92,,Platform,NES
104,,Joe & Mac,,,,,,,01st Jan 91,,Platform,NES
105,,Journey to Silius,,,,,,,01st Sep 90,,Platform,NES
106,,Joust,,,,,,,01st Oct 88,,Platform,NES
107,,Kabuki Quantum Fighter,,,,,,,01st Jan 91,,Platform,NES
108,,Kaettekita Mario Bros. (FDS),,,,,,,30th Nov 88,,Platform,NES
109,,Karnov,,,,,,,01st Dec 90,,Platform,NES
110,,Kid Icarus (FDS),,,,,,,19th Dec 86,,Platform,NES
111,,Kid Klown in Night Mayor World,,,,,,,01st Apr 93,,Platform,NES
112,,Kid Kool,,,,,,,01st Mar 90,,Platform,NES
113,,Kid Niki: Radical Ninja,,,,,,,01st Nov 87,,Platform,NES
114,,Kiwi Kraze: A Bird-Brained Adventure!,,,,,,,01st Apr 91,,Platform,NES
115,,Konami Wai Wai World,,,,,,,14th Jan 88,,Platform,NES
116,,Little Nemo the Dream Master,,,,,,,01st Sep 90,,Platform,NES
117,,Little Samson,,,,,,,22nd Oct 92,,Platform,NES
118,,Low G Man: The Low Gravity Man,,,,,,,01st Sep 90,,Platform,NES
119,,M.C. Kids,,,,,,,01st Feb 92,,Platform,NES
120,,Mappy Kids,,,,,,,22nd Dec 89,,Platform,NES
121,,Mappy-Land,,,,,,,01st Apr 89,,Platform,NES
122,,Mickey Mousecapade,,,,,,,01st Oct 88,,Platform,NES
123,,Mighty Bomb Jack,,,,,,,01st Jul 87,,Platform,NES
124,,Milon's Secret Castle,,,,,,,01st Sep 88,,Platform,NES
125,,Monster in My Pocket,,,,,,,01st Jan 92,,Platform,NES
126,,Monster Party,,,,,,,01st Jun 89,,Platform,NES
127,,Mr. Gimmick,,,,,,,19th May 93,,Platform,NES
128,,Mystery Quest,,,,,,,01st Apr 89,,Platform,NES
129,,Ninja Crusaders,,,,,,,01st Dec 90,,Platform,NES
130,,Ninja Gaiden,,,,,,,01st Mar 89,,Platform,NES
131,,Ninja Gaiden II: The Dark Sword of Chaos,,,,,,,01st May 90,,Platform,NES
132,,Ninja Gaiden III: The Ancient Ship of Doom,,,,,,,01st Aug 91,,Platform,NES
133,,Ninja JaJaMaru-kun,,,,,,,15th Nov 85,,Platform,NES
134,,Ninja JaJaMaru: Ginga Daisakusen,,,,,,,29th Mar 91,,Platform,NES
135,,Ninja Kid,,,,,,,29th Oct 86,,Platform,NES
136,,Ninja-Kun: Ashura no Shou,,,,,,,27th May 88,,Platform,NES
137,,Noah's Ark,,,,,,,01st Jan 92,,Platform,NES
138,,Nuts & Milk,,,,,,,28th Jul 84,,Platform,NES
139,,Pac-Land,,,,,,,21st Nov 85,,Platform,NES
140,,Panic Restaurant,,,,,,,01st Oct 92,,Platform,NES
141,,Parasol Stars: Rainbow Islands II,,,,,,,01st Jan 91,,Platform,NES
142,,Pocket Zaurus: Ju Ouken no Nazo,,,,,,,27th Feb 87,,Platform,NES
143,,Power Blade,,,,,,,01st Mar 91,,Platform,NES
144,,Power Blade 2,,,,,,,01st Oct 92,,Platform,NES
145,,Prince of Persia,,,,,,,01st Nov 92,,Platform,NES
146,,Puss 'N Boots: Pero's Great Adventure,,,,,,,01st Jun 90,,Platform,NES
147,,Rainbow Islands,,,,,,,01st Jun 91,,Platform,NES
148,,RoboCop 2,,,,,,,01st Apr 91,,Platform,NES
149,,RoboCop 3,,,,,,,01st Aug 92,,Platform,NES
150,,Rockin' Kats,,,,,,,01st Sep 91,,Platform,NES
151,,RodLand,,,,,,,01st Jan 93,,Platform,NES
152,,Rush'n Attack,,,,,,,01st Apr 87,,Platform,NES
153,,Rygar,,,,,,,01st Jul 87,,Platform,NES
154,,Shadow of the Ninja,,,,,,,01st Dec 90,,Platform,NES
155,,Shatterhand,,,,,,,01st Dec 91,,Platform,NES
156,,Shinobi,,,,,,,01st Jan 89,,Platform,NES
157,,Snake Rattle n Roll,,,,,,,01st Jan 91,,Platform,NES
158,,Snow Brothers,,,,,,,01st Nov 91,,Platform,NES
159,,SonSon,,,,,,,08th Feb 86,,Platform,NES
160,,Spelunker,,,,,,,01st Sep 87,,Platform,NES
161,,Spider-Man: Return of the Sinister Six,,,,,,,01st Oct 92,,Platform,NES
162,,Spot: The Video Game!,,,,,,,01st Sep 90,,Platform,NES
163,,Star Wars,,,,,,,01st Nov 91,,Platform,NES
164,,Star Wars: The Empire Strikes Back,,,,,,,01st Mar 92,,Platform,NES
165,,Strider,,,,,,,01st Jul 89,,Platform,NES
166,,Sunday Funday: The Ride,,,,,,,01st Jan 95,,Platform,NES
167,,Super Mario Brothers (FDS),,,,,,,21st Feb 86,,Platform,NES
168,,Super Pitfall,,,,,,,01st Nov 87,,Platform,NES
169,,Super Turrican,,,,,,,22nd Jul 93,,Platform,NES
170,,Superman,,,,,,,01st Dec 88,,Platform,NES
171,,Sword Master,,,,,,,01st Jan 92,,Platform,NES
172,,Terminator 2: Judgment Day,,,,,,,01st Feb 92,,Platform,NES
173,,The Addams Family,,,,,,,01st Jan 91,,Platform,NES
174,,The Addams Family: Pugsley's Scavenger Hunt,,,,,,,01st Aug 93,,Platform,NES
175,,The Adventures of Rad Gravity,,,,,,,01st Dec 90,,Platform,NES
176,,The Adventures of Rocky and Bullwinkle and Friends,,,,,,,01st Dec 92,,Platform,NES
177,,The Blues Brothers,,,,,,,01st Sep 92,,Platform,NES
178,,The Bugs Bunny Birthday Blowout,,,,,,,01st Sep 90,,Platform,NES
179,,The Bugs Bunny Crazy Castle,,,,,,,01st Aug 89,,Platform,NES
180,,The Flintstones: The Rescue of Dino & Hoppy,,,,,,,01st Dec 91,,Platform,NES
181,,The Flintstones: The Surprise at Dinosaur Peak!,,,,,,,01st Aug 94,,Platform,NES
182,,The Goonies II,,,,,,,01st Nov 87,,Platform,NES
183,,The Incredible Crash Dummies,,,,,,,01st Aug 94,,Platform,NES
184,,The King of Kings: The Early Years,,,,,,,01st Jan 91,,Platform,NES
185,,The Krion Conquest,,,,,,,01st Jan 91,,Platform,NES
186,,The Legend of Kage,,,,,,,01st Aug 87,,Platform,NES
187,,The Lion King,,,,,,,01st Jan 94,,Platform,NES
188,,The Little Mermaid,,,,,,,01st Jul 91,,Platform,NES
189,,The Rocketeer,,,,,,,01st May 91,,Platform,NES
190,,The Simpsons: Bart vs. the Space Mutants,,,,,,,01st Feb 91,,Platform,NES
191,,The Simpsons: Bart vs. the World,,,,,,,01st Feb 91,,Platform,NES
192,,The Simpsons: Bartman Meets Radioactive Man,,,,,,,01st Dec 92,,Platform,NES
193,,The Smurfs,,,,,,,01st Jan 94,,Platform,NES
194,,The Terminator,,,,,,,01st Dec 92,,Platform,NES
195,,The Young Indiana Jones Chronicles,,,,,,,01st Dec 92,,Platform,NES
196,,Tiny Toon Adventures,,,,,,,01st Dec 91,,Platform,NES
197,,Tiny Toon Adventures 2: Trouble in Wackyland,,,,,,,01st Apr 93,,Platform,NES
198,,Tom & Jerry: The Ultimate Game of Cat and Mouse!,,,,,,,01st Dec 91,,Platform,NES
199,,Total Recall,,,,,,,01st Aug 90,,Platform,NES
200,,Totally Rad,,,,,,,01st Mar 91,,Platform,NES
1,,Tetris,,5.58m,2.97m,0.69m,1.81m,0.11m,01st Nov 89,,Puzzle,NES
2,,Dr. Mario,,4.85m,2.62m,0.60m,1.52m,0.10m,01st Oct 90,,Puzzle,NES
3,,Yoshi,,1.75m,0.70m,0.13m,0.91m,0.01m,01st Jun 92,,Puzzle,NES
4,,Gyromite,,1.32m,0.73m,0.16m,0.40m,0.03m,18th Oct 85,,Puzzle,NES
5,,Pac-Man,,1.22m,0.27m,0.08m,0.85m,0.02m,01st Nov 93,,Puzzle,NES
6,,Yoshi's Cookie,,1.12m,0.41m,0.06m,0.63m,0.02m,01st Apr 93,,Puzzle,NES
7,,Lode Runner,,1.10m,,,1.10m,0.00m,01st Sep 87,,Puzzle,NES
8,,Bomberman,,1.03m,0.18m,,0.85m,,01st Jan 89,,Puzzle,NES
9,,Tetris 2,,0.98m,0.62m,0.13m,0.21m,0.02m,01st Oct 93,,Puzzle,NES
10,,Clu Clu Land,,0.82m,0.42m,0.10m,0.28m,0.02m,18th Oct 85,,Puzzle,NES
11,,Bomberman II,,0.44m,0.16m,0.03m,0.15m,0.10m,01st Jan 92,,Puzzle,NES
12,,Dig Dug,,0.41m,,,0.41m,,04th Jun 85,,Puzzle,NES
13,,Tetris 2 + Bombliss,,0.32m,,,0.32m,,13th Dec 91,,Puzzle,NES
14,,Adventures of Lolo,,0.06m,0.06m,,,,01st Apr 89,,Puzzle,NES
15,,Adventures of Lolo 2,,,,,,,01st Mar 90,,Puzzle,NES
16,,Adventures of Lolo 3,,,,,,,01st Sep 91,,Puzzle,NES
17,,Arkanoid,,,,,,,01st Aug 87,,Puzzle,NES
18,,Arkanoid II: Revenge of Doh,,,,,,,08th Mar 88,,Puzzle,NES
19,,Babel no Tou,,,,,,,18th Jul 86,,Puzzle,NES
20,,Block Kuzushi (FDS),,,,,,,13th Dec 86,,Puzzle,NES
21,,Blodia Land: Puzzle Quest,,,,,,,11th Aug 90,,Puzzle,NES
22,,Boulder Dash,,,,,,,01st Jun 90,,Puzzle,NES
23,,Bubble Bath Babes,,,,,,,01st Jan 91,,Puzzle,NES
24,,Bubble Bobble Part 2,,,,,,,01st Aug 93,,Puzzle,NES
25,,BurgerTime,,,,,,,01st May 87,,Puzzle,NES
26,,Castelian,,,,,,,01st Jun 91,,Puzzle,NES
27,,Castlequest,,,,,,,01st Sep 89,,Puzzle,NES
28,,Championship Lode Runner,,,,,,,17th Apr 85,,Puzzle,NES
29,,Clu Clu Land (FDS),,,,,,,28th Apr 92,,Puzzle,NES
30,,Crayon Shin-Chan: Orato to Poi Poi,,,,,,,27th Aug 93,,Puzzle,NES
31,,Crystal Mines,,,,,,,01st Jan 89,,Puzzle,NES
32,,Devil World,,,,,,,15th Jul 87,,Puzzle,NES
33,,Dig Dug II: Trouble In Paradise,,,,,,,01st Dec 89,,Puzzle,NES
34,,Door Door,,,,,,,18th Jul 85,,Puzzle,NES
35,,Exodus: Journey to the Promised Land,,,,,,,01st Jan 90,,Puzzle,NES
36,,Flappy,,,,,,,14th Jun 85,,Puzzle,NES
37,,Flipull,,,,,,,15th Dec 89,,Puzzle,NES
38,,Hatris,,,,,,,01st Apr 92,,Puzzle,NES
39,,Kickle Cubicle,,,,,,,01st Sep 90,,Puzzle,NES
40,,Klax,,,,,,,01st Jan 90,,Puzzle,NES
41,,Krazy Kreatures,,,,,,,01st Jan 90,,Puzzle,NES
42,,Krusty's Fun House,,,,,,,01st Sep 92,,Puzzle,NES
43,,Lemmings,,,,,,,01st Nov 92,,Puzzle,NES
44,,Loopz,,,,,,,01st Oct 90,,Puzzle,NES
45,,Marble Madness,,,,,,,01st Mar 89,,Puzzle,NES
46,,Mendel Palace,,,,,,,12th Dec 89,,Puzzle,NES
47,,Mermaids of Atlantis: The Riddle of the Magic Bubble,,,,,,,01st Jan 91,,Puzzle,NES
48,,Ms. Pac-Man,,,,,,,01st Nov 93,,Puzzle,NES
49,,Ms. Pac-Man (Tengen),,,,,,,01st Jan 90,,Puzzle,NES
50,,ORB 3D,,,,,,,01st Nov 90,,Puzzle,NES
51,,Pac-Man (FDS),,,,,,,18th May 90,,Puzzle,NES
52,,Pac-Man (Tengen),,,,,,,01st Jan 87,,Puzzle,NES
53,,Pac-Mania,,,,,,,01st Jan 91,,Puzzle,NES
54,,Palamedes,,,,,,,01st Nov 90,,Puzzle,NES
55,,Palamedes II: Star Twinkles,,,,,,,07th May 91,,Puzzle,NES
56,,Peepar Time,,,,,,,10th Aug 90,,Puzzle,NES
57,,Pipe Dream,,,,,,,01st Jan 90,,Puzzle,NES
58,,Pipemania,,,,,,,01st Jan 91,,Puzzle,NES
59,,Puyo Puyo,,,,,,,23rd Jul 93,,Puzzle,NES
60,,Puzzle,,,,,,,01st Jan 90,,Puzzle,NES
61,,Puzznic,,,,,,,01st Nov 90,,Puzzle,NES
62,,Pyramid,,,,,,,01st Jan 92,,Puzzle,NES
63,,Q*bert,,,,,,,01st Jan 89,,Puzzle,NES
64,,Qix,,,,,,,01st Jan 91,,Puzzle,NES
65,,Quarth,,,,,,,13th Apr 90,,Puzzle,NES
66,,Sanrio Carnival,,,,,,,22nd Nov 90,,Puzzle,NES
67,,Sanrio Carnival 2,,,,,,,14th Jan 93,,Puzzle,NES
68,,Sesame Street: Big Bird's Hide & Speak,,,,,,,01st Oct 90,,Puzzle,NES
69,,Shanghai,,,,,,,04th Dec 87,,Puzzle,NES
70,,Shockwave,,,,,,,01st Jan 90,,Puzzle,NES
71,,Solomon's Key,,,,,,,01st Jan 87,,Puzzle,NES
72,,Solstice: The Quest for the Staff of Demnos,,,,,,,01st Jan 90,,Puzzle,NES
73,,Stack-Up,,,,,,,18th Oct 85,,Puzzle,NES
74,,Super Lode Runner (FDS),,,,,,,05th Mar 87,,Puzzle,NES
75,,Super Lode Runner II (FDS),,,,,,,25th Aug 87,,Puzzle,NES
76,,Tetris (Tengen),,,,,,,01st Jan 89,,Puzzle,NES
77,,The Great Waldo Search,,,,,,,01st Dec 92,,Puzzle,NES
78,,Thunder & Lightning,,,,,,,01st Dec 90,,Puzzle,NES
79,,Tiles of Fate,,,,,,,01st Jan 90,,Puzzle,NES
80,,Trog!,,,,,,,01st Oct 91,,Puzzle,NES
81,,Trolls on Treasure Island,,,,,,,01st Jan 94,,Puzzle,NES
82,,Wario's Woods,,,,,,,10th Dec 94,,Puzzle,NES
83,,Where's Waldo?,,,,,,,01st Sep 91,,Puzzle,NES
84,,"Win, Lose or Draw",,,,,,,01st Mar 90,,Puzzle,NES
