Pos,Game,Game.1,Console,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Unnamed: 10_level_2,Genero,Plataforma
21,,NFL Blitz 2000,,0.58m,0.55m,0.02m,,0.00m,17th Aug 99,,Sports,N64
22,,NBA Hangtime,,0.57m,0.48m,0.08m,,0.00m,17th Jan 97,,Sports,N64
23,,FIFA 99,,0.54m,0.11m,0.39m,,0.03m,30th Nov 98,,Sports,N64
24,,Wayne Gretzky's 3D Hockey,,0.53m,0.49m,0.03m,,0.00m,11th Nov 96,,Sports,N64
25,,International Superstar Soccer 2000 (All region sales),,0.51m,0.01m,0.26m,0.22m,0.02m,03rd Aug 00,,Sports,N64
26,,FIFA Soccer 64,,0.49m,0.16m,0.30m,,0.03m,28th Feb 97,,Sports,N64
27,,All-Star Baseball 99,,0.48m,0.44m,0.04m,,0.00m,30th Apr 98,,Sports,N64
28,,NBA Live 99,,0.47m,0.45m,0.02m,,0.00m,04th Nov 98,,Sports,N64
29,,NBA Live 2000,,0.44m,0.42m,0.02m,,0.00m,31st Oct 99,,Sports,N64
30,,Madden NFL 2002,,0.43m,0.41m,0.02m,,0.00m,12th Sep 01,,Sports,N64
31,,Jikkyou Powerful Pro Yakyuu 6,,0.42m,,,0.39m,0.03m,25th Mar 99,,Sports,N64
32,,NFL Quarterback Club 2000,,0.40m,0.37m,0.03m,,0.00m,31st Aug 99,,Sports,N64
33,,NHL 99,,0.39m,0.38m,0.01m,,0.00m,01st Oct 98,,Sports,N64
34,,All-Star Baseball 2000,,0.39m,0.36m,0.03m,,0.00m,31st Mar 99,,Sports,N64
35,,Bottom of the 9th,,0.37m,0.37m,,,0.00m,14th Apr 99,,Sports,N64
36,,Jikkyou Powerful Pro Yakyuu 2000,,0.35m,,,0.29m,0.06m,29th Apr 00,,Sports,N64
37,,NHL Breakaway 98,,0.32m,0.30m,0.02m,,0.00m,26th Feb 98,,Sports,N64
38,,Nagano Winter Olympics 98,,0.32m,0.15m,0.04m,0.13m,0.00m,10th Jan 98,,Sports,N64
39,,Bass Hunter 64,,0.31m,0.25m,0.06m,,0.00m,30th Jun 99,,Sports,N64
40,,Jikkyou Powerful Pro Yakyuu 4,,0.31m,,,0.26m,0.05m,14th Mar 97,,Sports,N64
41,,Ken Griffey Jr.'s Slugfest,,0.29m,0.23m,0.06m,,0.00m,10th May 99,,Sports,N64
42,,Triple Play 2000,,0.28m,0.27m,0.01m,,0.00m,22nd Mar 99,,Sports,N64
43,,Jikkyou Powerful Pro Yakyuu 5,,0.27m,,,0.27m,0.00m,26th Mar 98,,Sports,N64
44,,NBA In The Zone '98,,0.27m,0.25m,0.02m,,0.00m,10th Feb 98,,Sports,N64
45,,NBA Jam 99,,0.27m,0.25m,0.02m,,0.00m,04th Dec 98,,Sports,N64
46,,Fox Sports College Hoops '99,,0.25m,0.20m,0.05m,,0.00m,23rd Nov 98,,Sports,N64
47,,NBA Courtside 2 featuring Kobe Bryant,,0.25m,0.20m,0.05m,,0.00m,08th Nov 99,,Sports,N64
48,,NBA Showtime: NBA on NBC,,0.25m,0.23m,0.02m,,0.00m,17th Nov 99,,Sports,N64
49,,Wayne Gretzky's 3D Hockey '98,,0.25m,0.23m,0.02m,,0.00m,03rd Dec 97,,Sports,N64
50,,All-Star Baseball 2001,,0.23m,0.22m,0.01m,,0.00m,29th Feb 00,,Sports,N64
51,,Chou-Kuukan Night Pro Yakyuu King(higher JP sales),,0.22m,,,0.22m,0.00m,20th Dec 96,,Sports,N64
52,,Famista 64,,0.20m,,,0.17m,0.03m,,,Sports,N64
53,,Snowboard Kids,,0.20m,0.16m,0.04m,,0.00m,01st Jan 97,,Sports,N64
54,,Twisted Edge Extreme Snowboarding,,0.20m,0.16m,0.04m,,0.00m,10th Nov 98,,Sports,N64
55,,Jikkyou J-League Perfect Striker,,0.19m,,,0.19m,0.00m,20th Dec 96,,Sports,N64
56,,Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),,0.19m,,,0.19m,0.00m,20th Dec 96,,Sports,N64
57,,International Superstar Soccer 2000 (JP weekly sales),,0.18m,,,0.18m,,03rd Aug 00,,Sports,N64
58,,Jikkyou Powerful Pro Yakyuu Basic-han 2001,,0.16m,,,0.12m,0.04m,29th Mar 01,,Sports,N64
59,,Derby Stallion 64,,0.15m,,,0.15m,0.00m,10th Aug 01,,Sports,N64
60,,Bassmasters 2000,,0.14m,0.11m,0.03m,,0.00m,16th Dec 99,,Sports,N64
61,,NBA Jam 2000,,0.13m,0.12m,0.01m,,0.00m,31st Oct 99,,Sports,N64
62,,NFL QB Club 2001,,0.12m,0.11m,0.01m,,0.00m,23rd Aug 00,,Sports,N64
63,,Snowboard Kids 2,,0.11m,0.09m,0.02m,,0.00m,02nd Mar 99,,Sports,N64
64,,International Superstar Soccer 64 (weekly JP sales),,0.10m,,,0.05m,0.05m,31st Jul 97,,Sports,N64
65,,Milo's Astro Lanes,,0.10m,0.08m,0.02m,,0.00m,24th Nov 98,,Sports,N64
66,,Virtual Pool 64,,0.10m,0.08m,0.02m,,0.00m,17th Dec 98,,Sports,N64
67,,NHL Breakaway 99,,0.08m,0.07m,0.01m,,0.00m,27th Nov 98,,Sports,N64
68,,Tony Hawk's Pro Skater 3,,0.08m,0.06m,0.02m,,0.00m,20th Aug 02,,Sports,N64
69,,Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,,0.07m,,,0.07m,,31st Mar 00,,Sports,N64
70,,Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,,0.07m,,,0.07m,,31st Mar 00,,Sports,N64
71,,Mia Hamm Soccer 64,,0.07m,0.06m,0.01m,,0.00m,09th Nov 00,,Sports,N64
72,,Brunswick Circuit Pro Bowling,,0.06m,0.05m,0.01m,,0.00m,23rd Dec 99,,Sports,N64
73,,CyberTiger,,0.06m,0.05m,0.01m,,0.00m,29th Feb 00,,Sports,N64
74,,Mike Piazza's Strike Zone,,0.06m,0.05m,0.01m,,0.00m,16th Jun 98,,Sports,N64
75,,Olympic Hockey 98,,0.06m,0.05m,0.01m,,0.00m,23rd Feb 98,,Sports,N64
76,,NHL Blades of Steel '99,,0.05m,0.05m,,,0.00m,05th Apr 99,,Sports,N64
77,,All Star Tennis 99,,0.05m,0.04m,0.01m,,0.00m,31st Aug 99,,Sports,N64
78,,NBA In The Zone '99,,0.04m,0.04m,,,0.00m,07th Apr 99,,Sports,N64
79,,NBA in the Zone 2000,,0.04m,0.04m,,,0.00m,18th Feb 00,,Sports,N64
80,,Big Mountain 2000,,0.03m,0.02m,0.01m,,0.00m,10th Oct 00,,Sports,N64
81,,Super Bowling,,0.02m,0.02m,,,0.00m,15th Jan 01,,Sports,N64
82,,PGA European Tour,,0.01m,0.01m,,,0.00m,15th Jun 00,,Sports,N64
83,,Bass Rush: EcoGear PowerWorm Championship,,,,,,,28th Apr 00,,Sports,N64
84,,Centre Court Tennis,,,,,,,01st Jan 99,,Sports,N64
85,,Chou-Kuukan Night Pro Yakyuu King 2,,,,,,,19th Mar 99,,Sports,N64
86,,Eikou no Saint Andrews,,,,,,,29th Nov 96,,Sports,N64
87,,Harukanaru Augusta Masters '98,,,,,,,26th Dec 97,,Sports,N64
88,,International Track & Field 2000,,,,,,,06th Sep 00,,Sports,N64
89,,J-League Tactics Soccer,,,,,,,15th Jan 99,,Sports,N64
90,,Jikkyou GI Stable,,,,,,,28th Apr 99,,Sports,N64
91,,NFL Blitz Special Edition,,,,,,,28th Nov 01,,Sports,N64
92,,Nushi Tsuri 64,,,,,,,27th Nov 98,,Sports,N64
93,,Nushi Tsuri 64: Shiokaze Ni Notte,,,,,,,26th May 00,,Sports,N64
94,,Power League 64,,,,,,,08th Aug 97,,Sports,N64
95,,Premier Manager 64,,,,,,,01st Aug 99,,Sports,N64
96,,Razor Freestyle Scooter,,,,,,,27th Nov 01,,Sports,N64
97,,Stunt Racer 64,,,,,,,01st Oct 00,,Sports,N64
98,,Waialae Country Club: True Golf Classics,,,,,,,29th Jul 98,,Sports,N64
1,,Pokémon Stadium,,5.45m,3.18m,1.24m,0.94m,0.09m,06th Mar 00,,Strategy,N64
2,,Pokémon Stadium 2,,2.73m,1.02m,0.36m,1.13m,0.23m,28th Mar 01,,Strategy,N64
3,,Pocket Monsters Stadium,,1.37m,,,1.37m,,01st Aug 98,,Strategy,N64
4,,Command & Conquer,,0.27m,0.22m,0.05m,,0.00m,31st May 99,,Strategy,N64
5,,Super Robot Taisen 64,,0.20m,,,0.20m,0.00m,29th Oct 99,,Strategy,N64
6,,Starcraft 64,,0.16m,0.13m,0.03m,,0.00m,13th Jun 00,,Strategy,N64
7,,Battlezone: Rise of the Black Dogs,,0.07m,0.06m,0.01m,,0.00m,30th Mar 00,,Strategy,N64
8,,PD Ultraman Battle Collection 64,,0.04m,,,0.04m,0.00m,16th Jul 99,,Strategy,N64
9,,Worms Armageddon,,0.04m,0.03m,0.01m,,0.00m,30th Mar 00,,Strategy,N64
10,,Onegai Monsters,,,,,,,09th Apr 99,,Strategy,N64
1,,Final Fantasy VII,,9.72m,3.01m,2.47m,3.28m,0.96m,03rd Sep 97,,Role-Playing,PS
2,,Final Fantasy VIII,,7.86m,2.28m,1.72m,3.63m,0.23m,07th Sep 99,,Role-Playing,PS
3,,Final Fantasy IX,,5.30m,1.62m,0.77m,2.78m,0.14m,13th Nov 00,,Role-Playing,PS
4,,Dragon Quest VII,,4.47m,0.20m,0.14m,4.10m,0.02m,01st Nov 01,,Role-Playing,PS
5,,Final Fantasy Tactics,,2.45m,0.93m,0.12m,1.34m,0.06m,28th Jan 98,,Role-Playing,PS
6,,Yu-Gi-Oh! Forbidden Memories,,1.88m,1.37m,0.44m,,0.08m,20th Mar 02,,Role-Playing,PS
7,,Parasite Eve,,2.10m,0.94m,0.07m,1.05m,0.04m,09th Sep 98,,Role-Playing,PS
8,,The Legend of Dragoon,,1.86m,0.94m,0.44m,0.39m,0.10m,11th Jun 00,,Role-Playing,PS
9,,Chrono Cross,,1.86m,0.62m,0.42m,0.69m,0.12m,15th Aug 00,,Role-Playing,PS
10,,Dragon Quest IV: Michibikareshi Monotachi,,1.21m,,,1.20m,0.01m,22nd Nov 01,,Role-Playing,PS
11,,SaGa Frontier,,1.35m,0.15m,0.04m,1.07m,0.09m,31st Mar 98,,Role-Playing,PS
12,,Xenogears,,1.46m,0.29m,0.19m,0.89m,0.10m,20th Oct 98,,Role-Playing,PS
13,,Digimon World,,1.30m,0.56m,0.38m,0.28m,0.08m,23rd May 00,,Role-Playing,PS
14,,Parasite Eve II,,0.58m,0.32m,0.22m,,0.04m,12th Jan 00,,Role-Playing,PS
15,,Brave Fencer Musashi,,1.14m,0.25m,0.17m,0.65m,0.07m,31st Oct 98,,Role-Playing,PS
16,,Tales of Destiny,,1.04m,0.09m,0.06m,0.83m,0.07m,30th Sep 98,,Role-Playing,PS
17,,Chocobo no Fushigi Dungeon,,1.22m,,,1.14m,0.08m,23rd Dec 97,,Role-Playing,PS
18,,Star Ocean: The Second Story,,1.10m,0.26m,0.10m,0.72m,0.02m,02nd Jun 99,,Role-Playing,PS
19,,Arc the Lad II,,1.05m,,,0.92m,0.13m,20th Jun 96,,Role-Playing,PS
20,,Breath of Fire III,,1.00m,0.29m,0.19m,0.46m,0.07m,30th Apr 98,,Role-Playing,PS
21,,Legend of Mana,,1.11m,0.18m,0.13m,0.73m,0.07m,07th Jun 00,,Role-Playing,PS
22,,Wild ARMs,,0.95m,0.26m,0.17m,0.46m,0.06m,30th Apr 97,,Role-Playing,PS
23,,SaGa Frontier 2,,0.94m,0.10m,0.07m,0.71m,0.06m,31st Jan 00,,Role-Playing,PS
24,,Vagrant Story,,0.87m,0.30m,0.20m,0.30m,0.06m,15th May 00,,Role-Playing,PS
25,,Tales of Destiny II,,0.81m,0.06m,0.04m,0.66m,0.05m,10th Sep 01,,Role-Playing,PS
26,,Final Fantasy Anthology,,0.80m,0.45m,0.30m,,0.05m,30th Sep 99,,Role-Playing,PS
27,,Tales of Phantasia,,0.58m,,,0.54m,0.04m,23rd Dec 98,,Role-Playing,PS
28,,Valkyrie Profile,,0.81m,0.07m,0.05m,0.63m,0.05m,29th Aug 00,,Role-Playing,PS
29,,Chocobo's Dungeon 2,,0.70m,0.04m,0.03m,0.58m,0.05m,30th Nov 99,,Role-Playing,PS
30,,Suikoden II,,0.68m,0.15m,0.10m,0.38m,0.04m,29th Sep 99,,Role-Playing,PS
31,,Wild ARMs 2,,0.67m,0.19m,0.13m,0.31m,0.04m,30th Apr 00,,Role-Playing,PS
32,,Darkstone,,0.66m,0.37m,0.25m,,0.04m,28th Jan 01,,Role-Playing,PS
33,,Legend of Legaia,,0.66m,0.37m,0.25m,,0.04m,17th Mar 99,,Role-Playing,PS
34,,World of Dragon Warrior - Torneko: The Last Hope,,0.65m,0.02m,0.01m,0.58m,0.04m,15th Nov 00,,Role-Playing,PS
35,,Final Fantasy VII International,,0.63m,,,0.59m,0.04m,02nd Oct 97,,Role-Playing,PS
36,,Suikoden,,0.60m,0.21m,0.14m,0.21m,0.04m,01st Dec 96,,Role-Playing,PS
37,,Diablo,,0.58m,0.29m,0.19m,0.07m,0.04m,01st Jan 98,,Role-Playing,PS
38,,Digimon World 2,,0.58m,0.23m,0.16m,0.16m,0.04m,19th May 01,,Role-Playing,PS
39,,Beyond The Beyond,,0.57m,0.11m,0.08m,0.35m,0.04m,31st Aug 96,,Role-Playing,PS
40,,Breath of Fire IV,,0.56m,0.11m,0.08m,0.34m,0.04m,28th Nov 00,,Role-Playing,PS
41,,Lunar: Silver Star Story Complete,,0.55m,0.27m,0.18m,0.06m,0.04m,28th May 99,,Role-Playing,PS
42,,Final Fantasy Chronicles,,0.52m,0.29m,0.20m,,0.03m,29th Jun 01,,Role-Playing,PS
43,,Arc the Lad,,1.11m,,,1.10m,0.01m,30th Jun 95,,Role-Playing,PS
44,,RPG Maker,,0.50m,0.11m,0.07m,0.29m,0.03m,19th Sep 00,,Role-Playing,PS
45,,PoPoLoCrois Monogatari,,0.50m,,,0.46m,0.03m,12th Jul 96,,Role-Playing,PS
46,,Yu-Gi-Oh! Forbidden Memories (JP sales),,0.48m,,,0.45m,0.03m,20th Mar 02,,Role-Playing,PS
47,,Persona,,0.45m,,,0.42m,0.03m,01st Jan 96,,Role-Playing,PS
48,,Final Fantasy Collection,,0.45m,,,0.42m,0.03m,11th Mar 99,,Role-Playing,PS
49,,Vandal Hearts,,0.45m,0.14m,0.09m,0.19m,0.03m,27th Mar 97,,Role-Playing,PS
50,,Blood Omen: Legacy of Kain,,0.44m,0.25m,0.17m,,0.03m,14th Nov 96,,Role-Playing,PS
51,,Arc the Lad III,,0.42m,,,0.39m,0.03m,28th Oct 99,,Role-Playing,PS
52,,Tear Ring Saga Yutona Eiyuu Senki,,0.39m,,,0.37m,0.03m,24th May 01,,Role-Playing,PS
53,,Persona 2: Eternal Punishment,,0.35m,0.03m,0.02m,0.28m,0.02m,22nd Dec 00,,Role-Playing,PS
54,,From TV Animation One Piece: Tobidase Kaizokudan!,,0.35m,,,0.32m,0.02m,02nd Aug 01,,Role-Playing,PS
55,,Lunar 2: Eternal Blue Complete,,0.35m,0.19m,0.13m,,0.02m,15th Dec 00,,Role-Playing,PS
56,,Dragon Quest Monsters 1·2,,0.32m,,,0.30m,0.02m,30th May 02,,Role-Playing,PS
57,,Final Fantasy IV,,0.31m,,,0.29m,0.02m,29th Jun 01,,Role-Playing,PS
58,,RPG Maker,,0.29m,,,0.29m,,19th Sep 00,,Role-Playing,PS
59,,Yu-Gi-Oh! Monster Capsule Breed & Battle,,0.28m,,,0.26m,0.02m,23rd Jul 98,,Role-Playing,PS
60,,Alundra 2: A New Legend Begins,,0.27m,0.15m,0.10m,,0.02m,29th Feb 00,,Role-Playing,PS
61,,Jade Cocoon: Story of the Tamamayu,,0.27m,0.15m,0.10m,,0.02m,29th Jul 99,,Role-Playing,PS
62,,King's Field II,,0.26m,0.08m,0.06m,0.11m,0.02m,31st Oct 96,,Role-Playing,PS
63,,Crusaders of Might and Magic,,0.25m,0.14m,0.10m,,0.02m,29th Feb 00,,Role-Playing,PS
64,,Marie no Atelier: Salburg no Renkinjutsushi,,0.25m,,,0.23m,0.02m,23rd May 97,,Role-Playing,PS
65,,Final Fantasy Origins,,,,,,,08th Apr 03,,Role-Playing,PS
66,,Grandia,,0.25m,0.14m,0.09m,,0.02m,30th Sep 99,,Role-Playing,PS
67,,Alundra,,0.23m,0.13m,0.09m,,0.01m,31st Dec 97,,Role-Playing,PS
68,,Bastard!! Utsuro Naru Kamigami no Utsuwa,,0.21m,,,0.20m,0.01m,28th Dec 96,,Role-Playing,PS
69,,Angel Blade: Neo Tokyo Guardians,,0.21m,0.12m,0.08m,,0.01m,03rd Jul 97,,Role-Playing,PS
70,,Threads of Fate,,0.21m,0.12m,0.08m,,0.01m,14th Jul 00,,Role-Playing,PS
71,,PoPoLoCrois Monogatari II,,0.21m,,,0.20m,0.01m,27th Jan 00,,Role-Playing,PS
72,,Ogre Battle Saga Episode Five: The March of the Black Queen,,0.20m,0.06m,0.04m,0.09m,0.01m,31st Jul 97,,Role-Playing,PS
73,,King's Field (Japan),,0.08m,,,0.08m,0.01m,16th Dec 94,,Role-Playing,PS
74,,Moon,,0.18m,,,0.17m,0.01m,16th Oct 97,,Role-Playing,PS
75,,Shadow Madness,,0.18m,0.10m,0.07m,,0.01m,30th Apr 99,,Role-Playing,PS
76,,Space Griffon VF-9,,0.17m,0.02m,0.02m,0.12m,0.01m,25th Nov 95,,Role-Playing,PS
77,,Final Fantasy V,,0.17m,,,0.16m,0.01m,30th Sep 99,,Role-Playing,PS
78,,King's Field,,0.16m,0.09m,0.06m,,0.01m,31st Dec 95,,Role-Playing,PS
79,,Devil Summoner: Soul Hackers,,0.15m,,,0.14m,0.01m,08th Apr 99,,Role-Playing,PS
80,,Wizardry VII: Gadeia no Houshu,,0.15m,,,0.14m,0.01m,13th Oct 95,,Role-Playing,PS
81,,Soukaigi,,0.14m,,,0.13m,0.01m,28th May 98,,Role-Playing,PS
82,,The Granstream Saga,,0.14m,0.08m,0.05m,,0.01m,30th Jun 98,,Role-Playing,PS
83,,Eternal Eyes,,0.14m,0.08m,0.05m,,0.01m,31st Oct 00,,Role-Playing,PS
84,,Azure Dreams,,0.13m,0.07m,0.05m,,0.01m,12th Jul 98,,Role-Playing,PS
85,,Guardian's Crusade,,0.12m,0.07m,0.05m,,0.01m,31st Jan 99,,Role-Playing,PS
86,,Thousand Arms,,0.12m,0.06m,0.04m,,0.01m,13th Oct 99,,Role-Playing,PS
87,,Crime Crackers,,0.10m,,,0.09m,0.01m,03rd Dec 94,,Role-Playing,PS
88,,Shadow Tower,,0.10m,0.01m,0.01m,0.07m,0.01m,31st Oct 99,,Role-Playing,PS
89,,Shin Megami Tensei,,0.09m,,,0.09m,0.01m,31st May 01,,Role-Playing,PS
90,,Koudelka,,0.08m,0.05m,0.03m,,0.01m,30th Nov 99,,Role-Playing,PS
91,,Slayers Royal,,0.08m,,,0.08m,0.01m,25th Jun 98,,Role-Playing,PS
92,,Final Fantasy VI,,0.08m,,,0.08m,0.01m,30th Sep 99,,Role-Playing,PS
93,,Ogre Battle Series: Tactics Ogre,,0.08m,0.04m,0.03m,,0.01m,01st May 98,,Role-Playing,PS
94,,Wizardry: Llylgamyn Saga,,0.07m,,,0.07m,0.00m,26th Feb 98,,Role-Playing,PS
95,,Tecmo's Deception,,0.07m,0.04m,0.03m,,0.00m,25th Jul 96,,Role-Playing,PS
96,,Dragon Valor,,0.07m,0.04m,0.03m,,0.00m,16th Oct 00,,Role-Playing,PS
97,,Hoshigami: Ruining Blue Earth,,0.05m,0.03m,0.02m,,0.00m,20th Dec 01,,Role-Playing,PS
98,,Rhapsody: A Musical Adventure,,0.04m,0.02m,0.01m,,0.00m,30th Mar 00,,Role-Playing,PS
99,,Deception III: Dark Delusion,,0.04m,0.02m,0.01m,,0.00m,01st Mar 00,,Role-Playing,PS
100,,Tokyo Mew Mew,,0.02m,,,0.02m,0.00m,05th Dec 02,,Role-Playing,PS
101,,Hogs of War,,0.02m,0.01m,0.01m,,0.00m,05th Aug 00,,Role-Playing,PS
102,,Tail of the Sun,,0.02m,0.01m,0.01m,,0.00m,30th Apr 97,,Role-Playing,PS
103,,Alnam no Tsubasa: Shouchiri no Sora no Achira e,,,,,,,25th Dec 97,,Role-Playing,PS
104,,Ancient Roman: Power of Dark Side,,,,,,,23rd Apr 98,,Role-Playing,PS
105,,Angelique Tenkuu no Requiem,,,,,,,04th Feb 99,,Role-Playing,PS
106,,Arc the Lad Collection,,,,,,,18th Apr 02,,Role-Playing,PS
107,,Arubarea no Otome: Uruwashi no Seishikitachi,,,,,,,08th Oct 98,,Role-Playing,PS
108,,Asuncia: Matsue no Jubaku,,,,,,,27th Nov 97,,Role-Playing,PS
109,,Aura Battler Dunbine,,,,,,,04th Mar 00,,Role-Playing,PS
110,,Bardysh,,,,,,,22nd Jul 99,,Role-Playing,PS
111,,Baroque,,,,,,,28th Oct 99,,Role-Playing,PS
112,,Baroque Syndrome,,,,,,,27th Jul 00,,Role-Playing,PS
113,,Battle Konchuuden,,,,,,,21st Jan 99,,Role-Playing,PS
114,,Bealphareth,,,,,,,28th Sep 00,,Role-Playing,PS
115,,Blade Arts: Tasogare no Miyako R'lyeh,,,,,,,28th Sep 00,,Role-Playing,PS
116,,Blaze & Blade Busters,,,,,,,23rd Sep 98,,Role-Playing,PS
117,,Blaze & Blade: Eternal Quest,,,,,,,01st Jun 98,,Role-Playing,PS
118,,Blend X Brand,,,,,,,29th Jun 00,,Role-Playing,PS
119,,Blue Breaker Burst: Bishou o Anata to,,,,,,,23rd Jul 98,,Role-Playing,PS
120,,Blue Breaker Burst: Egao no Asuni,,,,,,,09th Oct 98,,Role-Playing,PS
121,,Blue Breaker: Egao no Yakusoku,,,,,,,25th Dec 97,,Role-Playing,PS
122,,Blue Forest Story: Kaze no Fuuin,,,,,,,06th Dec 96,,Role-Playing,PS
123,,Boundary Gate: Daughter of Kingdom,,,,,,,17th Jul 97,,Role-Playing,PS
124,,Bounty Sword: Double Edge,,,,,,,30th Jul 98,,Role-Playing,PS
125,,Bounty Swords First,,,,,,,06th Jun 97,,Role-Playing,PS
126,,Brave Prove,,,,,,,16th Apr 98,,Role-Playing,PS
127,,Brave Saga 2,,,,,,,02nd May 00,,Role-Playing,PS
128,,Brightis,,,,,,,14th Oct 99,,Role-Playing,PS
129,,Choro Q Wonderful!,,,,,,,05th Aug 99,,Role-Playing,PS
130,,Chou Majin Eiyuuden Wataru: Another Step,,,,,,,23rd Apr 98,,Role-Playing,PS
131,,Chrono Trigger,,,,,,,29th Jun 01,,Role-Playing,PS
132,,Community Pom: Omoide o Dakishimete,,,,,,,24th Jun 99,,Role-Playing,PS
133,,Crime Crackers 2,,,,,,,27th Nov 97,,Role-Playing,PS
134,,Daibouken Deluxe: Harukanaru Umi,,,,,,,18th Apr 97,,Role-Playing,PS
135,,Digimon Tamers: Pocket Culumon,,,,,,,17th May 01,,Role-Playing,PS
136,,Digimon World 3,,,,,,,05th Jun 02,,Role-Playing,PS
137,,Doki Doki Poyatachio!!,,,,,,,10th Sep 98,,Role-Playing,PS
138,,Doraemon 3: Makai no Dungeon,,,,,,,14th Dec 00,,Role-Playing,PS
139,,Dragon Drive: Tactics Break,,,,,,,03rd Oct 02,,Role-Playing,PS
140,,Dragon Knight 4,,,,,,,07th Feb 97,,Role-Playing,PS
141,,Ecsaform,,,,,,,28th Jan 99,,Role-Playing,PS
142,,Eithea,,,,,,,22nd Feb 01,,Role-Playing,PS
143,,Elie no Atelier: Salburg no Renkinjutsushi 2,,,,,,,17th Dec 98,,Role-Playing,PS
144,,Farland Saga: Toki no Michishirube,,,,,,,28th Apr 99,,Role-Playing,PS
145,,Final Fantasy,,,,,,,08th Apr 03,,Role-Playing,PS
146,,Final Fantasy Anthology: Europa Edition,,,,,,,01st Jan 02,,Role-Playing,PS
147,,Final Fantasy Extra Collection,,,,,,,01st Jan 97,,Role-Playing,PS
148,,Final Fantasy II,,,,,,,08th Apr 03,,Role-Playing,PS
149,,First Queen IV: Varcia Senki,,,,,,,06th Dec 96,,Role-Playing,PS
150,,G-O-D Pure: Growth or Devolution,,,,,,,26th Feb 98,,Role-Playing,PS
151,,GateKeepers,,,,,,,16th Dec 99,,Role-Playing,PS
152,,Groove Adventure Rave: Yuukyuu no Kizuna,,,,,,,31st Jan 02,,Role-Playing,PS
153,,Growlanser,,,,,,,25th Nov 99,,Role-Playing,PS
154,,GUNNM: Kasei no Kioku,,,,,,,27th Aug 98,,Role-Playing,PS
155,,Houshinengi Aizouban,,,,,,,01st Apr 99,,Role-Playing,PS
156,,InuYasha,,,,,,,27th Dec 01,,Role-Playing,PS
157,,Khamrai,,,,,,,05th Oct 00,,Role-Playing,PS
158,,Koukon no Ode: Ode to the Sunset Era,,,,,,,27th Dec 96,,Role-Playing,PS
159,,Light Fantasy Gaiden: Nyanyan ga Nyan,,,,,,,21st Oct 99,,Role-Playing,PS
160,,Lunatic Dawn III,,,,,,,17th Dec 98,,Role-Playing,PS
161,,Lunatic Dawn Odyssey,,,,,,,02nd Dec 99,,Role-Playing,PS
162,,Magical Medical,,,,,,,10th Sep 98,,Role-Playing,PS
163,,Marie no Atelier Plus: Salburg no Renkinjutsushi,,,,,,,04th Jun 98,,Role-Playing,PS
164,,Medarot R,,,,,,,25th Nov 99,,Role-Playing,PS
165,,Medarot R: Parts Collection,,,,,,,16th Mar 00,,Role-Playing,PS
166,,Mitsumete Knight R,,,,,,,26th Nov 98,,Role-Playing,PS
167,,Monster * Race,,,,,,,17th Dec 98,,Role-Playing,PS
168,,Neorude,,,,,,,09th May 97,,Role-Playing,PS
169,,Neorude 2,,,,,,,20th Nov 97,,Role-Playing,PS
170,,Neorude: Kizamareta Monshou,,,,,,,16th Dec 99,,Role-Playing,PS
171,,Omise de Tensyu,,,,,,,08th Apr 99,,Role-Playing,PS
172,,One Piece: Ocean's Dream,,,,,,,01st May 03,,Role-Playing,PS
173,,Ore no Shikabane o Koete Yuke,,,,,,,17th Jun 99,,Role-Playing,PS
174,,Out Live: Be Eliminate Yesterday,,,,,,,24th Jul 97,,Role-Playing,PS
175,,Pandora Max Series Vol. 6: Oni Zero ~Fukkatsu~,,,,,,,22nd Mar 01,,Role-Playing,PS
176,,Persona 2: Innocent Sin,,,,,,,24th Jun 99,,Role-Playing,PS
177,,Pocket Digimon World,,,,,,,29th Jun 00,,Role-Playing,PS
178,,Pocket Digimon World: Cool & Nature Battle Disc,,,,,,,22nd Feb 01,,Role-Playing,PS
179,,Pocket Digimon World: Wind Battle Disc,,,,,,,26th Oct 00,,Role-Playing,PS
180,,PoPoRoGue,,,,,,,26th Nov 98,,Role-Playing,PS
181,,Power Dolls 2,,,,,,,20th Nov 97,,Role-Playing,PS
182,,RPG Tsukuru 4,,,,,,,07th Dec 00,,Role-Playing,PS
183,,Rubbish Blazon,,,,,,,27th Apr 00,,Role-Playing,PS
184,,Rurouni Kenshin: Meiji Kenyaku Romantan: Juuyuushi Inbou Hen,,,,,,,18th Dec 97,,Role-Playing,PS
185,,Ryuki Densyo: Dragoon,,,,,,,18th Dec 97,,Role-Playing,PS
186,,Shin Megami Tensei II,,,,,,,20th Mar 02,,Role-Playing,PS
187,,Shin Megami Tensei: Devil Children,,,,,,,28th Mar 02,,Role-Playing,PS
188,,Shin Megami Tensei: if...,,,,,,,26th Dec 02,,Role-Playing,PS
189,,Shin Sedai Robot Senki: Brave Saga,,,,,,,17th Dec 98,,Role-Playing,PS
190,,Shinsetsu Samurai Spirits: Bushidou Retsuden,,,,,,,27th Jun 97,,Role-Playing,PS
